ID DGE;Nombre Playa o ZBM;Municipio;Isla;Provincia;Grado de Protección;Afluencia maxima anual;Riesgo;Playa o ZBM;Bandera azul;Acceso PMR;Ducha adaptada;Aseo adaptado;Baño asistido;Sombra PMR;Aparcamientos;Aseo;Lavapies;Duchas;Alquiler de sombrillas;Alquiler de hamacas;Alquiler nautico;Area Infantil;Area Deportiva;Longitud (m);Anchura (m);Composición;Color;Condiciones de baño;Condiciones de entorno;Condiciones de acceso;Carga poblacional;Latitud (º);Longitud (º);Fecha de última actualización
438116300;Tapahuga;San Sebastián de la Gomera;La Gomera;Santa Cruz de Tenerife;Bajo;Baja;;Playa;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;"350";"30";Roca;;Aguas tranquilas;Aislada;A pie difícil / Coche;10125;"28°02'05.18223120""N";"17°11'00.12698180""W";7/12/2023
438116400;El Machal;San Sebastián de la Gomera;La Gomera;Santa Cruz de Tenerife;Bajo;Baja;;Playa;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;"300";"20";Callaos;Oscura;Oleaje fuerte;Aislada;A pie difícil;>5000;28º4'40.96''N;17º7'2.59''W;12/3/2025
438116500;Majona;San Sebastián de la Gomera;La Gomera;Santa Creuz de Tenerife;Bajo;Baja;;Playa;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;"700";;C;Oscura;Oleaje fuerte;Aislada;A pie difícil;>5000;28º9'16.90''N;17º7'54.46''W;21/3/2025
439119100;Playa de Vueltas;Valle Gran Rey;La Gomera;Santa Cruz de Tenerife;Moderado;Media;;Playa;No;No;null;null;null;null;Si;No;No;Si;No;No;Si;No;No;"100";"25";Arena;Oscura;Aguas tranquilas;Urbana;A pie fácil / Coche / Barco;5782;"28°04'57.43690832""N";"17°19'54.35154607""W";7/12/2023
439119200;Charco de la Condesa;Valle Gran Rey;La Gomera;Santa Cruz de Tenerife;Bajo;Baja;;ZBM;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;"150";"10";Roca;;Oleaje moderado;Semiurbana;A pie fácil / Coche;5782;"28°05'01.28927645""N";"17°20'13.14643819""W";7/12/2023
439119300;El Charco del Conde;Valle Gran Rey;La Gomera;Santa Cruz de Tenerife;Moderado;Media;;ZBM;No;No;null;null;null;null;Si;No;No;Si;No;No;No;No;No;"100";"16";Roca / Arena;Oscura;Aguas tranquilas;Urbana;A pie fácil / Coche;5782;"28°05'08.29161108""N";"17°20'14.24383466""W";7/12/2023
439119400;La Playa de La Puntilla;Valle Gran Rey;La Gomera;Santa Cruz de Tenerife;Moderado;Media;;Playa;No;No;null;null;null;null;Si;No;No;Si;No;No;No;No;No;"350";"22";Roca / Arena;Oscura;Aguas tranquilas;Urbana;A pie fácil / Coche / Barco;5782;"28°05'20.17232315""N";"17°20'22.13059870""W";7/12/2023
439119500;Playa de La Calera;Valle Gran Rey;La Gomera;Santa Cruz de Tenerife;Moderado;Media;;Playa;No;No;null;null;null;null;Si;No;No;Si;No;No;No;No;No;"450";"25";Roca / Arena;Oscura;Aguas tranquilas;Urbana;A pie fácil / Coche / Barco;5782;"28°05'38.50994136""N";"17°20'29.17300183""W";7/12/2023
439119600;Callao de las Mozas;Valle Gran Rey;La Gomera;Santa Cruz de Tenerife;Bajo;Baja;;Playa;No;No;null;null;null;null;No;No;No;No;No;No;No;No;No;"100";"15";Roca / Arena;;Oleaje fuerte;Semiurbana;A pie;5782;"28°05'44.06129553""N";"17°20'41.59833748""W";7/12/2023
439119700;Charco del Cieno;Valle Gran Rey;La Gomera;Santa Cruz de Tenerife;Bajo;Baja;;Playa;No;No;null;null;null;null;No;No;No;No;No;No;No;No;No;"100";"6";Roca;;Oleaje fuerte;Semiurbana;A pie;5782;"28°05'47.33358845""N";"17°20'49.11668794""W";7/12/2023
439119800;Playa del Inglés;Valle Gran Rey;La Gomera;Santa Cruz de Tenerife;Bajo;Media;;Playa;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;"310";"30";Roca / Arena;Oscura;Oleaje moderado;Aislada;A pie fácil / Coche;5782;"28°06'01.06145329""N";"17°20'51.45981265""W";7/12/2023
439119900;La Playa de Eredia;Valle Gran Rey;La Gomera;Santa Cruz de Tenerife;Bajo;Baja;;Playa;No;No;null;null;null;null;No;No;No;No;No;No;No;No;No;"300";"25";Arena;Oscura;Oleaje fuerte;Aislada;Barco;5782;"28°07'34.80241905""N";"17°20'34.26931665""W";7/12/2023
439120000;La Playa de Guariñen;Valle Gran Rey;La Gomera;Santa Cruz de Tenerife;Bajo;Baja;;Playa;No;No;null;null;null;null;No;No;No;No;No;No;No;No;No;"85";"7";Grava / Roca;Oscura;Oleaje fuerte;Aislada;A pie;5782;"28°08'25.31627218""N";"17°20'33.18009709""W";7/12/2023
440121100;La Rajita;Vallehermoso;La Gomera;Santa Cruz de Tenerife;Bajo;Baja;;Playa;No;No;null;null;null;null;No;Si;No;Si;No;No;No;No;No;"500";"25";Roca;;Aguas tranquilas;Aislada;A pie fácil / Coche;<5.000;"28°02'56.20629058""N";"17°17'48.16664210""W";7/12/2023
440121200;Las Arenas;Vallehermoso;La Gomera;Santa Cruz de Tenerife;Moderado;Media;;Playa;No;No;null;null;null;null;No;Si;No;No;No;No;No;No;No;"300";"20";Arena;Oscura;Aguas tranquilas;Aislada;A pie difícil;<5.000;"28°04'35.73637891""N";"17°19'15.46379934""W";7/12/2023
440121300;Argaga;Vallehermoso;La Gomera;Santa Cruz de Tenerife;Bajo;Baja;;Playa;No;No;null;null;null;null;No;Si;No;No;No;No;No;No;No;"350";"30";Roca;;Aguas tranquilas;Aislada;A pie fácil / Coche;<5.000;"28°04'45.10902055""N";"17°19'24.76089680""W";7/12/2023
440121400;Alojera;Vallehermoso;La Gomera;Santa Cruz de Tenerife;Moderado;Media;;Playa;No;No;null;null;null;null;No;Si;No;Si;No;No;No;Si;No;"300";"25";Roca / Grava / Arena;Oscura;Oleaje moderado / Ventosa;Semiurbana;A pie fácil / Coche;<5.000;"28°09'50.65167896""N";"17°20'04.37850712""W";7/12/2023
440121500;El Trigo;Vallehermoso;La Gomera;Santa Cruz de Tenerife;Bajo;Baja;;Playa;No;No;null;null;null;null;No;Si;No;No;No;No;No;No;No;"300";"25";Roca;;Oleaje fuerte;Aislada;A pie difícil;<5.000;"28°10'18.94715016""N";"17°20'08.80950964""W";7/12/2023
440121600;Arguamul;Vallehermoso;La Gomera;Santa Cruz de Tenerife;Bajo;Baja;;Playa;No;No;null;null;null;null;No;Si;No;No;No;No;No;No;No;"700";"35";Roca;;Oleaje fuerte;Aislada;A pie difícil;<5.000;"28°12'24.39424935""N";"17°17'42.80957451""W";7/12/2023
440121700;Vallehermoso;Vallehermoso;La Gomera;Santa Cruz de Tenerife;Moderado;Media;;Playa;No;No;null;null;null;null;Si;Si;No;No;No;No;No;No;No;"300";"40";Roca / Grava;;Oleaje fuerte;Semiurbana;A pie fácil / Coche;<5.000;"28°12'10.98267297""N";"17°15'08.16274245""W";7/12/2023
440121800;Tamargada;Vallehermoso;La Gomera;Santa Cruz de Tenerife;Bajo;Baja;;Playa;No;No;null;null;null;null;No;Si;No;No;No;No;No;No;No;"200";"20";Roca;;Oleaje fuerte;Aislada;A pie difícil;<5.000;"28°12'09.35041603""N";"17°14'54.23304933""W";7/12/2023
440121900;La Sepultura;Vallehermoso;La Gomera;Santa Cruz de Tenerife;Bajo;Baja;;Playa;No;No;null;null;null;null;No;Si;No;No;No;No;No;No;No;"400";"30";Roca / Arena;Dorada;Oleaje fuerte;Aislada;A pie difícil;<5.000;"28°12'02.27443017""N";"17°14'40.37189749""W";7/12/2023
541124100;El Verodal;Frontera;El Hierro;Santa Cruz de Tenerife;null;;;Playa;No;No;null;null;null;null;No;No;No;No;No;No;No;No;No;"150";"10";Grava;;Oleaje fuerte;Aislada;A pie fácil / Coche;<5.000;"27°44'53.68509001""N";"18°09'06.53393472""W";7/12/2023
541124200;Arenas Blancas;Frontera;El Hierro;Santa Cruz de Tenerife;Bajo;Baja;Bajo;Playa;No;No;null;null;null;null;No;No;No;No;No;No;No;No;No;"50";"10";Roca / Arena;Blanca;Oleaje moderado;Aislada;A pie fácil / Coche;<5.000;"27°45'59.30561013""N";"18°07'17.45314988""W";7/12/2023
541124300;Charco La Laja;Frontera;El Hierro;Santa Cruz de Tenerife;Bajo;Baja;Bajo;ZBM;No;No;null;null;null;null;No;No;No;No;No;No;No;No;No;"30";"30";Roca;;Oleaje moderado;Aislada;A pie fácil;<5.000;"27°45'22.30757561""N";"18°05'58.46566449""W";24/3/2025
541124400;Charco Azul;Frontera;El Hierro;Santa Cruz de Tenerife;Bajo;Baja;Medio;ZBM;null;null;null;null;null;null;Si;No;No;No;No;No;No;No;No;"20";"10";Roca/Callaos;;Oleaje Moderado;Aislada;A pie dificultad media/ Coche;;"27°45'42.48061793""N";"18°02'24.04135719""W";24/3/2025
541124500;Charco los Sargos;Frontera;El Hierro;Santa Cruz de Tenerife;Bajo;Baja;Bajo;ZBM;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;"20";"10";Roca;;Oleaje moderado;Aislada;A pie fácil;<5.000;"27°47'05.30023871""N";"18°00'42.38794495""W";7/12/2023
541124600;La Maceta;Frontera;El Hierro;Santa Cruz de Tenerife;Moderado;Media;Bajo;ZBM;No;No;null;null;null;null;Si;Si;No;Si;No;No;No;No;No;"40";"20";Roca;;Oleaje fuerte;Aislada;A pie fácil / Coche;<5.000;"27°47'11.85324474""N";"18°00'30.31084791""W";7/12/2023
541124700;El Río;Frontera;El Hierro;Santa Cruz de Tenerife;Bajo;Baja;Bajo;ZBM;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;"208";"20";Callaos;;Oleaje moderado;Semiurbana;A pie fácil / Coche;<5.000;"27°47'44.43120537""N";"17°59'33.24343679""W";7/12/2023
541124800;Punta Grande;Frontera;El Hierro;Santa Cruz de Tenerife;Bajo;Baja;Bajo;ZBM;No;No;null;null;null;null;Si;No;No;Si;No;No;No;No;No;"20";"5";Bolos / Roca;;Oleaje fuerte;Urbana;A pie fácil / Coche;<5.000;"27°47'50.59364785""N";"17°59'32.86998499""W";7/12/2023
542127100;Pozo de las Calcosas;Valverde;El Hierro;Santa Cruz de Tenerife;Bajo;Baja;;ZBM;No;No;null;null;null;null;Si;No;No;No;No;No;No;Si;No;"200";"60";Roca;;Oleaje fuerte;Aislada;A pie difícil;5123;"27°50'25.31954961""N";"17°56'49.77690663""W";15/12/2023
542127200;El Charco Manso;Valverde;El Hierro;Santa Cruz de Tenerife;Bajo;Baja;;ZBM;No;No;null;null;null;null;Si;Si;No;No;No;No;No;No;No;"30";"10";Roca;;Oleaje fuerte;Aislada;A pie fácil / Coche;5123;"27°50'53.62119053""N";"17°55'24.70294029""W";15/12/2023
542127300;El Tamaduste;Valverde;El Hierro;Santa Cruz de Tenerife;Bajo;Baja;Bajo;ZBM;No;No;null;null;null;null;Si;No;No;Si;No;No;No;No;No;"150";"10";Roca;;Aguas tranquilas;Urbana;A pie fácil / Coche;5123;"27°49'25.00126970""N";"17°53'42.66854202""W";15/12/2023
542127400;La Caleta;Valverde;El Hierro;Santa Cruz de Tenerife;Bajo;Baja;Bajo;ZBM;No;No;null;null;null;null;Si;No;No;Si;No;No;No;No;No;"50";"10";Bolos / Roca;;Oleaje moderado / Ventosa;Semiurbana;A pie fácil / Coche;5123;"27°48'01.82645979""N";"17°53'15.00834564""W";15/12/2023
542127500;Puerto de la Estaca;Valverde;El Hierro;Santa Cruz de Tenerife;Bajo;Baja;;Playa;No;No;null;null;null;null;Si;No;Si;Si;No;No;No;No;No;"600";"40";Bolos / Grava / Arena;Oscura;Oleaje moderado;Semiurbana;A pie fácil;5123;"27°47'01.70168395""N";"17°54'15.76865261""W";15/12/2023
542127600;Playa de Temijiraque;Valverde;El Hierro;Santa Cruz de Tenerife;Bajo;Baja;Bajo;Playa;No;No;null;null;null;null;Si;No;No;Si;No;No;No;No;No;"350";"20";Arena;Oscura;Oleaje moderado;Semiurbana;A pie fácil / Coche;5123;"27°46'12.23627944""N";"17°54'52.31877722""W";15/12/2023
542127700;Charco de Agua Azul;Valverde;El Hierro;Santa Cruz de Tenerife;Bajo;Baja;Medio;ZBM;No;No;null;null;null;null;null;null;null;null;null;null;null;null;null;"45";"35";Roca;;Vientos y oleaje moderado;Aislada;A pie fácil / Coche;5123;"27º45'56""N";"17º54'37""W";21/2/2024
588131100;La Restinga;El Pinar de El Hierro;El Hierro;Santa Cruz de Tenerife;Moderado;Media;Bajo;Playa;No;No;null;null;null;null;Si;Si;No;Si;No;No;No;Si;No;"50";"50";Grava / Arena;Oscura;Aguas tranquilas;Semiurbana;A pie fácil;<5.000;"27°38'27.08148334""N";"17°58'49.48781406""W";3/4/2025
588131200;Playa de Puerto Naos;El Pinar de El Hierro;El Hierro;Santa Cruz de Tenerife;null;null;;Playa;No;No;null;null;null;null;No;No;No;No;No;No;No;No;No;"400";"30";Bolos / Roca;;Aguas tranquilas;Aislada;A pie difícil / Barco;<5.000;"27°38'49.85879831""N";"18°00'01.85007009""W";7/12/2023
588131300;Tacorón;El Pinar de El Hierro;El Hierro;Santa Cruz de Tenerife;Moderado;Media;Bajo;ZBM;No;No;null;null;null;null;Si;Si;No;No;No;No;No;No;No;"10";"10";Roca;;Aguas tranquilas;Aislada;A pie fácil / Coche / Barco;<5.000;"27°40'15.45887375""N";"18°01'34.79921014""W";7/12/2023
588131400;Muellito de Orchilla;El Pinar de El Hierro;El Hierro;Santa Cruz de Tenerife;Moderado;Media;;ZBM;No;No;null;null;null;null;Si;Si;No;No;No;No;No;No;No;"10";"10";Roca;;Aguas tranquilas;Aislada;A pie fácil / Coche / Barco;<5.000;"27°42'15.43991948""N";"18°08'00.05254418""W";7/12/2023
588131500;Arenas Blancas;El Pinar de El Hierro;El Hierro;Santa Cruz de Tenerife;Moderado;Media;Bajo;ZBM;No;No;No;No;No;Si;Si;No;No;No;No;No;No;No;No;;;Roca/ Arena;;Aguas tranquilas;Semiurbana;A pie fácil;;"27°38'22,81""N";"17°59'00,17""W";3/4/2025
643134100;Fajana de Barlovento;Barlovento;La Palma;Santa Cruz de Tenerife;Moderado;Media;;ZBM;No;No;null;null;null;null;Si;Si;No;Si;No;No;No;No;No;"15";"5";Hormigón;;Oleaje moderado;Aislada;Coche;<5.000;"28°50'35.12221373""N";"17°47'23.46014330""W";7/12/2023
644136100;Bajamar;Breña Alta;La Palma;Santa Cruz de Tenerife;Alto;Alta;Bajo;Playa;Si;Si;No;Si;No;No;Si;Si;Si;Si;Si;No;No;Si;Si;"375";"45";Arena;Oscura;Oleaje moderado;Semiurbana;Coche;entre 5.000 y 20.000;"28°40'15.29269431""N";"17°46'09.17700318""W";7/12/2023
645138100;Los Cancajos;Breña Baja;La Palma;Santa Cruz de Tenerife;Alto;Alta;;Playa;Si;No;null;null;null;null;Si;Si;No;Si;Si;Si;No;No;Si;"624";"31";Roca / Arena;Oscura;Aguas tranquilas / Oleaje Moderado;Semiurbana;A pie fácil / Coche;7662;"28°39'14.84624785""N";"17°45'42.44931816""W";7/12/2023
646140100;El Río;Fuencaliente de la Palma;La Palma;Santa Cruz de Tenerife;Bajo;Baja;Bajo;Playa;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;"50";"5";Callaos / Grava;;Oleaje moderado / Oleaje fuerte;Aislada;Coche;2838;"28°31'07.58937096""N";"17°47'54.80129411""W";7/12/2023
646140200;Los Roquitos;Fuencaliente de la Palma;La Palma;Santa Cruz de Tenerife;Bajo;Baja;Bajo;Playa;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;"300";"30";Callaos / Grava / Arena;Oscura;Oleaje moderado;Aislada;A pie fácil;2838;"28°31'02.20160693""N";"17°48'03.33511601""W";7/12/2023
646140300;El Puertito;Fuencaliente de la Palma;La Palma;Santa Cruz de Tenerife;Bajo;Baja;Medio;Playa;No;No;null;null;null;null;Si;Si;No;No;No;No;No;No;No;"75";"10";Callaos / Grava;;Oleaje moderado / Ventosa;Aislada;A pie fácil;2838;"28°29'58.93416203""N";"17°48'45.71470980""W";7/12/2023
646140400;Las Cabras;Fuencaliente de la Palma;La Palma;Santa Cruz de Tenerife;Bajo;Baja;Bajo;Playa;No;No;null;null;null;null;Si;Si;No;No;No;No;No;No;No;"25";"11";Arena;Oscura;Oleaje moderado / Ventosa;Aislada;A pie fácil / Coche;2838;"28°27'56.72519817""N";"17°49'53.47044419""W";7/12/2023
646140500;El Faro;Fuencaliente de la Palma;La Palma;Santa Cruz de Tenerife;Bajo;Baja;Bajo;Playa;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;"85";"52";Roca / Grava / Arena;Oscura;Oleaje moderado / Ventosa;Aislada;Coche;2838;"28°27'20.90416317""N";"17°50'38.78274556""W";7/12/2023
646140600;Echentive;Fuencaliente de la Palma;La Palma;Santa Cruz de Tenerife;Bajo;Baja;Bajo;Playa;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;"230";"77";Arena;Oscura;Oleaje fuerte / Ventosa;Aislada;A pie fácil;2838;"28°27'32.53813844""N";"17°51'03.50320119""W";7/12/2023
646140700;Abadejos;Fuencaliente de la Palma;La Palma;Santa Cruz de Tenerife;Bajo;Baja;Bajo;Playa;No;No;null;null;null;null;Si;Si;No;No;No;No;No;No;No;"100";"7";Callaos / Arena;Oscura;Oleaje moderado;Aislada;A pie fácil;2838;"28°28'08.53420862""N";;3/4/2025
646140800;Punta Larga;Fuencaliente de la Palma;La Palma;Santa Cruz de Tenerife;Bajo;Baja;Bajo;Playa;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;"180";"25";Callaos / Grava ;;Aguas tranquilas / Oleaje Moderado;Aislada;Coche;2838;"28°28'55.71668213""N";"17°52'07.21241553""W";7/12/2023
646140900;La Zamora;Fuencaliente de la Palma;La Palma;Santa Cruz de Tenerife;null;null;;Playa;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;"190";"25";Arena;Oscura;Oleaje moderado / Oleaje fuerte;Aislada;A pie difícil / Coche;2838;"28°30'56.96290316""N";"17°52'30.32655483""W";7/12/2023
647144100;Playa de la Fajana de Franceses;Garafía;La Palma;Santa Cruz de Tenerife;Bajo;Baja;Medio;Playa;No;No;No;null;No;No;Si;No;No;No;No;No;No;No;No;"600";"10";Bolos / Roca / Arena;Oscura;Oleaje moderado;Aislada;Coche;<5.000;"28°50'06.86114699""N";"17°52'05.77304838""W";7/12/2023
647144200;Playa de El Callejoncito;Garafía;La Palma;Santa Cruz de Tenerife;Bajo;Baja;Medio;Playa;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;"270";"20";Bolos / Roca / Arena;Oscura;Oleaje moderado;Aislada;A pie difícil;<5.000;"28°48'52.37528797""N";"17°58'18.33580118""W";7/12/2023
647144300;Callado de El Mudo;Garafía;La Palma;Santa Cruz de Tenerife;null;null;;Playa;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;;;;;;;;<5.000;"28°51'00.80292302""N";"17°55'23.18389844""W";7/12/2023
647144400;Playa de Bujarén;Garafía;La Palma;Santa Cruz de Tenerife;null;null;;Playa;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;;;;;;;;<5.000;"28°49'35.56278477""N";"17°57'48.10088224""W";7/12/2023
647144500;Porís de Lomada Grande;Garafía;La Palma;Santa Cruz de Tenerife;Bajo;Baja;Medio;Playa;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;"225";"80";Roca;;Oleaje moderado;Aislada;A pie / Coche;<5.000;"28°48'39.27197764""N";"17°58'34.06202952""W";7/12/2023
647144600;Puerto de Santo Domingo;Garafía;La Palma;Santa Cruz de Tenerife;Bajo;Baja;;ZBM;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;"100";"20";Roca;;Oleaje moderado;;A pie / Coche;<5.000;"28°49'38.67792454""N";"17°58'02.86611807""W";7/12/2023
648146100;Playa del Remo;Los Llanos de Aridane;La Palma;Santa Cruz de Tenerife;Moderado;Media;;Playa;No;No;null;null;null;null;Si;No;No;Si;No;No;No;Si;Si;"100";"7";Grava;;Oleaje moderado;Semiurbana;Coche;21482;"28°33'10.38492161""N";"17°53'21.30752186""W";7/12/2023
648146200;Playa del Charco Verde;Los Llanos de Aridane;La Palma;Santa Cruz de Tenerife;Moderado;Media;;Playa;Si;Si;Si;null;null;null;Si;Si;No;Si;No;No;No;No;Si;"150";"10";Arena;Oscura;Oleaje moderado;Aislada;Coche;21482;"28°34'20.59617799""N";"17°53'58.58395914""W";7/12/2023
648146300;Las Monjas;Los Llanos de Aridane;La Palma;Santa Cruz de Tenerife;Moderado;Media;;Playa;No;No;null;null;null;null;No;No;No;Si;No;No;No;No;No;"50";"3";Bolos / Arena;Oscura;Oleaje moderado;Aislada;A pie fácil;21482;"28°34'31.46430475""N";"17°54'20.03777664""W";7/12/2023
648146400;Playa de Puerto Naos;Los Llanos de Aridane;La Palma;Santa Cruz de Tenerife;Moderado;Media;;Playa;Si;Si;Si;null;null;null;Si;Si;Si;Si;Si;Si;No;No;Si;"400";"10";Grava / Arena;Oscura;Oleaje moderado;Urbana;Coche;21482;"28°35'04.50722651""N";"17°54'35.84204046""W";7/12/2023
648146500;Playa de Murgas;Los Llanos de Aridane;La Palma;Santa Cruz de Tenerife;Bajo;Baja;;Playa;No;No;null;null;null;null;No;No;No;Si;No;No;No;No;No;"100";"6";Bolos;;Oleaje moderado;Aislada;Coche;21482;"28°35'25.71479758""N";"17°54'57.65473589""W";7/12/2023
648146600;Playa de La Bombilla;Los Llanos de Aridane;La Palma;Santa Cruz de Tenerife;Moderado;Media;;Playa;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;Si;"650";"6";Bolos;;Oleaje moderado;Aislada;Coche;21482;"28°35'29.85975299""N";"17°55'04.70547214""W";7/12/2023
650149100;Porís de Puntagorda;Puntagorda;La Palma;Santa Cruz de Tenerife;Bajo;Baja;;ZBM;No;No;null;null;null;null;Si;Si;No;Si;No;No;No;No;No;"30";"5";Roca;;Oleaje moderado;Aislada;A pie fácil;<5.000;"28°45'11.58288626""N";"18°00'16.50526164""W";7/12/2023
651151100;Barranco de La Galga;Puntallana;La Palma;Santa Cruz de Tenerife;Bajo;Baja;Bajo;Playa;No;No;null;null;null;null;Si;Si;No;No;No;No;No;No;No;"150";"3";Bolos / Roca;;Oleaje moderado;Aislada;Coche;<5.000;"28°46'55.12423567""N";"17°45'12.22027453""W";7/12/2023
651151200;Playa de Nogales;Puntallana;La Palma;Santa Cruz de Tenerife;Bajo;Baja;Bajo;Playa;No;No;null;null;null;null;Si;Si;No;Si;No;No;No;No;No;"500";"6";Arena;Oscura;Oleaje moderado;Aislada;A pie fácil;<5.000;"28°45'35.54770420""N";"17°44'26.74910468""W";7/12/2023
651151300;Puerto Paja;Puntallana;La Palma;Santa Cruz de Tenerife;null;null;Bajo;ZBM;No;No;null;null;null;null;Si;Si;No;Si;No;No;No;No;No;"12";"6";Roca;;;Aislada;0;<5.000;"28°44'28.47445776""N";"17°43'30.29351976""W";7/12/2023
651151400;Playa Puerto Trigo;Puntallana;La Palma;Santa Cruz de Tenerife;Bajo;Baja;Bajo;Playa;No;No;null;null;null;null;Si;Si;No;Si;No;No;No;No;No;"50";"7";Grava;;Oleaje moderado;Aislada;A pie fácil;<5.000;"28°43'48.12987244""N";"17°43'50.62163326""W";7/12/2023
651151500;Martín Luis;Puntallana;La Palma;Santa Cruz de Tenerife;Bajo;Baja;Bajo;Playa;No;No;null;null;null;null;Si;Si;No;No;No;No;No;No;No;"104";;Mixto;;Oleaje moderado;Aislada;0;<5.000;"28°43'10.72744711""N";"17°44'02.90448740""W";7/12/2023
652154100;Puerto Espíndola;San Andrés y Sauces;La Palma;Santa Cruz de Tenerife;Moderado;Media;Medio;Playa;No;No;No;No;No;No;Si;No;No;Si;No;No;No;No;Si;"210";"6";Arena;Oscura;Oleaje moderado;Semiurbana;Coche;entre 5.000 y 20.000;"28°48'38.44854253""N";"17°45'49.14776097""W";3/3/2025
652154200;Charco Azul;San Andrés y Sauces;La Palma;Santa Cruz de Tenerife;Alto;Alta;Medio;ZBM;No;No;No;Si;No;No;Si;Si;No;Si;No;No;No;Si;No;"200";"2";Roca / Cemento;;Oleaje moderado;Semiurbana;Coche;entre 5.000 y 20.000;"28°48'27.67469965""N";"17°45'41.83581831""W";3/3/2025
652154300;El Varadero;San Andrés y Sauces;La Palma;Santa Cruz de Tenerife;null;;;Playa;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;"117";"10";Callaos / Roca;Oscura;Oleaje moderado;Aislada;Coche;entre 5.000 y 20.000;"28°48'17.73388078""N";"17°45'40.14878909""W";7/12/2023
652154400;Puerto La Cuevita;San Andrés y Sauces;La Palma;Santa Cruz de Tenerife;Bajo;Baja;Medio;ZBM;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;"13";"10";Hormigón;;Oleaje moderado;Aislada;Coche;entre 5.000 y 20.000;"28°48'08.08667956""N";"17°45'33.98432678""W";21/3/2024
653157100;Playa de Santa Cruz de la Palma;Santa Cruz de La Palma;La Palma;Santa Cruz de Tenerife;Bajo;Baja;Bajo;Playa;No;No;null;null;null;null;Si;Si;No;Si;No;No;No;Si;Si;"414";;Arena;Oscura;;Urbana;;15941;"28°40'56.78449954""N";"17°45'50.58763098""W";7/12/2023
654146600;La Bombilla;Tazacorte;La Palma;Santa Cruz de Tenerife;Bajo;Baja;Bajo;Playa;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;"508";"6";Bolos / Callaos;;Oleaje moderado;Aislada;Coche;entre 5.000 y 20.000;"28°35'38.17785844""N";"17°55'20.65812242""W";7/12/2023
654159100;Lago de las Damas;Tazacorte;La Palma;Santa Cruz de Tenerife;Bajo;Baja;Bajo;Playa;No;No;null;null;null;null;No;No;No;No;No;No;No;No;No;"150";"25";Callaos / Grava / Arena;Oscura;Oleaje moderado;Aislada;A pie;entre 5.000 y 20.000;"28°36'05.37173671""N";"17°55'25.38703961""W";7/12/2023
654159300;Nueva;Tazacorte;La Palma;Santa Cruz de Tenerife;Bajo;Baja;;Playa;No;No;null;null;null;null;Si;Si;No;No;No;No;No;No;No;"470";"7";Callaos / Arena;Oscura;Oleaje moderado;Aislada;Coche;entre 5.000 y 20.000;"28°38'28.07232879""N";"17°56'20.09622941""W";7/12/2023
654159400;Tarajales;Tazacorte;La Palma;Santa Cruz de Tenerife;Moderado;Media;Medio;Playa;No;Si;null;null;null;null;Si;No;No;Si;No;No;No;No;No;"700";"25";Grava / Arena;Oscura;Oleaje moderado;Urbana;Coche;entre 5.000 y 20.000;"28°38'53.45544599""N";"17°56'42.60095380""W";7/12/2023
654159500;Puerto de Tazacorte;Tazacorte;La Palma;Santa Cruz de Tenerife;Alto;Alta;Medio;Playa;Si;Si;null;null;null;null;Si;Si;Si;Si;Si;Si;Si;Si;Si;"375";"20";Grava / Arena;Oscura;Oleaje moderado;Semiurbana;Coche;entre 5.000 y 20.000;"28°39'02.77270021""N";"17°56'47.45530982""W";7/12/2023
655162100;Playa de Las Borreguitas;Tijarafe;La Palma;Santa Cruz de Tenerife;null;null;;Playa;No;No;null;null;null;null;No;Si;No;No;No;No;No;No;No;"168";"20";Callaos / Arena;;;Semiurbana;;<5.000;"28°40'14.92899781""N";"17°57'45.98251061""W";7/12/2023
655162200;Playa del Jurado;Tijarafe;La Palma;Santa Cruz de Tenerife;Bajo;Baja;Medio;Playa;No;No;null;null;null;null;No;Si;No;Si;No;No;No;No;No;"40";"1";Bolos;;Oleaje moderado;Aislada;A pie difícil;<5.000;"28°41'57.93665269""N";"17°58'14.09058246""W";7/12/2023
